Date,Title,positive_score,negative_score,neutral_score,prediction
2018-01-19,TechCrunch: Apple hires tech team from business consulting startup,0.140959844,0.0232770871,0.8357630372,neutral
2018-01-22,Apple receives second downgrade in a week on weaker Q2 expectations,0.0152079491,0.9660328627,0.0187592823,negative
2018-01-22,Deutsche Boerse launches AI innovator index,0.0918334126,0.0179401487,0.8902264237,neutral
2018-01-23,Apple's HomePod smart speaker launches Feb. 9,0.0848629698,0.0268864464,0.8882505298,neutral
2018-01-23,"Apple roundup: iPhone X sells 29M units, new MacBook rumor, Foxconn shift",0.2387096733,0.0150874238,0.7462028265,neutral
2018-01-23,FT: Qualcomm facing potential $2B EU fine over Apple,0.0206992459,0.9505981207,0.028702572,negative
2018-01-23,"Apple, suppliers move after JPMorgan says iPhone X build will weaken",0.2328754067,0.6169431806,0.1501813978,negative
2018-01-24,EU slaps Qualcomm with $1.2B antitrust fine,0.0120454133,0.9593395591,0.0286150742,negative
2018-01-24,"Apple previews iOS 11.3 with battery management features, health records",0.1399751753,0.0103566786,0.8496681452,neutral
2018-01-24,Apple -1.1% awaiting CNBC analyst interview with cautionary comments (update),0.0608610697,0.0967391506,0.8423998356,neutral
2018-01-25,Apple iBooks redesign coming; Sonos discounts Alexa speakers to match HomePod,0.3275287747,0.0386212692,0.6338499784,neutral
2018-01-25,"Apple roundup: New self-driving vehicles join fleet, original content push gets new show",0.5827708244,0.0146442167,0.4025849402,positive
2018-01-26,"Rosenblatt, BTIG disagree on Apple's Q1 potential",0.0396614857,0.1110243723,0.8493141532,neutral
2018-01-27,CRB decision has music streamers paying more for rights,0.2581159174,0.2034581304,0.538425982,neutral
2018-01-28,Streaming services pay more for music,0.1328059286,0.0195278246,0.8476662636,neutral
2018-01-29,Apple halving iPhone X production in Q1,0.0197011661,0.9573169947,0.0229818504,negative
2018-01-29,"Bloomberg: Apple releasing new iPad, three Macs this year",0.13238585,0.0122778118,0.8553363681,neutral
2018-01-30,Apple delaying some iOS updates; WSJ reports on iPhone X production cuts,0.0203244165,0.9053230286,0.0743525848,negative
2018-01-30,"Deutsche Bank: Apple consensus estimates still too high for Q1, Q2",0.02056567,0.9064067006,0.0730276629,negative
2018-01-30,Bloomberg: DOJ and SEC investigating Apple iPhone throttling,0.0271979123,0.5655264854,0.4072755873,negative
2018-01-31,"BMO downgrades Apple, expects revenue guidance cut",0.2751082778,0.6093258858,0.1155658588,negative
2018-01-31,Apple admits to government questioning; new iPhone coming to India?,0.0809610039,0.0577661283,0.8612728715,neutral
2018-01-31,Notable earnings after Thursday鈥檚 close,0.5200561881,0.3875736594,0.0923701823,positive
2018-02-01,Big results expected from 'Big Tech',0.9304559231,0.0155561231,0.0539879091,positive
2018-02-01,"Apple roundup: Record Q4 for iPhone, refurbished iPhone 7, India import tax hike",0.9048203826,0.0337189175,0.0614606068,positive
2018-02-01,"Apple beats by $0.04, beats on revenue",0.7307484746,0.0373474211,0.2319040745,positive
2018-02-01,Apple declares $0.63 dividend,0.0313442014,0.0980013311,0.8706544638,neutral
2018-02-01,"Apple -1% on Q1 unit sales drop, downside guidance",0.0142695084,0.9636940956,0.0220364556,negative
2018-02-01,"Apple: No soft Q2 for iPhones, plans to reduce $163B net cash to ""approximately zero""",0.0133114029,0.9481078386,0.0385807082,negative
2018-02-02,Apple down more than 2% as results/guidance digested,0.0099425707,0.9674788117,0.0225786865,negative
2018-02-02,"Moody's not too concerned with Apple's ""cash neutral"" policy",0.043149367,0.0538667664,0.9029838443,neutral
2018-02-02,Apple launches free repairs for iPhone 7 glitch,0.0845129341,0.0262913331,0.8891957998,neutral
2018-02-03,Report: Apple's first China data center eyes 2020 opening,0.0852522403,0.0117806904,0.9029670358,neutral
2018-02-05,WSJ: Apple Music closing in on Spotify,0.1342696846,0.0540174507,0.8117129207,neutral
2018-02-05,"Apple, Cisco team to offer cybersecurity insurance discounts",0.6627552509,0.0093659051,0.3278788328,positive
2018-02-05,Apple supplier optimistic on iPhone 8 demand; Intel replacing Qualcomm modems?,0.2264909893,0.5219835639,0.2515254915,negative
2018-02-05,"Apple sold the most tablets in Q4, Amazon gained most market share",0.3394148946,0.0103132082,0.6502719522,neutral
2018-02-06,"Apple roundup: Watch sales up in FY17, second Chinese center, EU investigating Shazam acquisition",0.7303588986,0.0142808734,0.2553602755,positive
2018-02-06,"Apple could offer battery rebates, software update coming to newer iPhones",0.30990237,0.0106378021,0.6794598103,neutral
2018-02-07,Apple brings Alipay into Chinese stores,0.2596623302,0.0104267541,0.7299109101,neutral
2018-02-07,Goldman in talks to finance iPhones - WSJ,0.0917404294,0.0108904094,0.897369206,neutral
2018-02-07,"Goldman Sachs: Apple iPhone X ""not so super cycle"" earns Neutral rating",0.6364017129,0.1320196092,0.231578663,positive
2018-02-08,"BofAML calls Apple ""name to own"", Barclays thinks batteries could hurt sales",0.0107026296,0.9606868625,0.0286105759,negative
2018-02-08,"S&P: Tech sector could ""never look the same again"" after tax reform harm",0.0438270867,0.4793520868,0.4768207967,negative
2018-02-12,Apple updating software upgrade schedule; eMagin +24% on Apple investment,0.1416802406,0.0358632617,0.8224564791,neutral
2018-02-13,Shareholder proposals fail at Apple meeting,0.015095368,0.837228775,0.1476758271,negative
2018-02-13,Hedge fund: Time Warner attractive regardless of deal outcome,0.0431550704,0.0154938493,0.9413510561,neutral
2018-02-13,Apple meeting: CEO Cook downplays repatriation dividend,0.0164365564,0.8133234382,0.1702401042,negative
2018-02-14,Apple in talks for first order from Chinese chipmaker - Nikkei,0.4981978238,0.0163658969,0.4854362905,positive
2018-02-15,Big investor moves in latest 13-F filings,0.1219977662,0.1275646836,0.7504375577,neutral
2018-02-15,"Apple Q4 performance: 12% China growth, 51% of global smartphone revenue",0.5636401176,0.0160114039,0.4203484952,positive
2018-02-16,NAR: Samsung looking for OLED buyers after iPhone X cuts,0.3451070786,0.0357274786,0.6191654205,neutral
2018-02-16,GBH sets Apple target at 18.5% upside,0.6089853644,0.0469256639,0.3440889418,positive
2018-02-21,Apple looks to buy cobalt from miners,0.2312066853,0.0076598595,0.7611333728,neutral
2018-02-21,New iPads teased in regulatory filing; Cook says Apple not in Music for the money,0.051835902,0.06460163,0.8835625052,neutral
2018-02-22,Apple planning AirPods upgrades; global smartphone shares slip in Q4,0.0088367304,0.9696543813,0.0215088371,negative
2018-02-22,Ireland expects to collect $16B from Apple; Apple Pay has 127M users,0.5018785,0.0122420238,0.4858795404,positive
2018-02-25,Apple to store iCloud keys in China,0.0742269009,0.0121815512,0.9135915637,neutral
2018-02-26,Buffett talks shop after annual letter,0.0475085117,0.0543396175,0.8981518745,neutral
2018-02-26,Apple confirms using Google Cloud; Cook will co-chair China business forum,0.0639939159,0.0105094621,0.9254966378,neutral
2018-02-26,Bloomberg: Apple releasing three iPhones this fall,0.1175682992,0.0308271032,0.8516045809,neutral
2018-02-27,Apple is launching medical clinics,0.1055557653,0.0105810091,0.8838632107,neutral
2018-02-27,"Apple roundup: Ireland must collect back taxes, new series, and potential new hire",0.0573505834,0.0253782049,0.9172712564,neutral
2018-02-28,"Apple moves Chinese iCloud data, encryption keys to China",0.0542721935,0.0177241545,0.9280036092,neutral
2018-03-01,Apple wins holiday wearables market with 21% share,0.9192019701,0.0181548446,0.062643066,positive
2018-03-02,JPMorgan lowers iPhone X production estimate to 15M in Q1,0.0150376391,0.9363370538,0.048625309,negative
2018-03-05,"Apple planning cheaper MacBook Air, branded headphones this year?",0.1063008383,0.0173049122,0.8763942122,neutral
2018-03-05,Piper Jaffray survey shows why iPhone owners didn't want X,0.0522536635,0.159528926,0.7882174253,neutral
2018-03-06,"Baird sees Apple in strong position with iPhone, Watch, HomePod",0.8628453016,0.0068147155,0.1303399354,positive
2018-03-07,GBH Insights sees minimal tariff impact on FANG stocks,0.0977735296,0.0163455587,0.8858808875,neutral
2018-03-08,Apple's high-performance suppliers +35%; Could Apple buy Snap?,0.1413583308,0.0116616637,0.8469800353,neutral
2018-03-12,Apple acquires magazine subscription app Texture,0.0954390988,0.0143878674,0.890173018,neutral
2018-03-12,Apple Music hits 38M paid subscribers; Apple orders first animated series,0.5094874501,0.0170707311,0.4734417796,positive
2018-03-12,Apple hit new high today in race towards $1T market cap,0.9168922901,0.0137233008,0.0693844035,positive
2018-03-13,GBH: Amazon and Facebook could disrupt live sports broadcasting,0.0081197508,0.9303970933,0.0614831597,negative
2018-03-13,Apple pegs June 4 to kick off WWDC,0.050215058,0.0239579976,0.9258269668,neutral
2018-03-14,"France will sue Apple, Google over developer treatment",0.0131541034,0.8559979796,0.1308479309,negative
2018-03-14,Former Apple employees discuss Siri problems with The Information,0.0256875977,0.3394836187,0.6348288655,neutral
2018-03-15,EU sets date for Apple-Shazam approval; Apple supplier denies production shutdown,0.032953687,0.8265909553,0.1404554248,negative
2018-03-16,KGI: Mac laptop shipments will grow 16% this year,0.9494962096,0.0140687097,0.0364351198,positive
2018-03-16,Barclays lowers its Apple price target; Apple education event coming March 27,0.0265634302,0.7669955492,0.2064410895,negative
2018-03-17,Transatlantic trade rift is widening,0.2533362806,0.0558395125,0.6908242106,neutral
2018-03-19,Apple is developing MicroLED screens,0.1061289534,0.0103017641,0.8835692406,neutral
2018-03-19,Nomura Instinet lowers FY18 iPhone forecast,0.0240524113,0.8052870035,0.1706605405,negative
2018-03-20,Apple grabs big lead in 3D sensing,0.6339029074,0.0267501157,0.3393469751,positive
2018-03-20,BofAML survey: Tech longs 38% overweight last month,0.130594939,0.8183269501,0.0510781631,negative
2018-03-20,Apple self-driving fleet doubles; Chicago Apple Store up for sale,0.6263996363,0.155250296,0.2183500826,positive
2018-03-20,Amazon's market cap passes Alphabet,0.2819790244,0.2938863635,0.4241345525,neutral
2018-03-21,EU proposes tax on U.S. tech giants,0.0855514258,0.0776263922,0.8368222117,neutral
2018-03-21,New iPhone X could cost Apple 10% less; Iovine stepping back from Music,0.0905683711,0.5889279842,0.3205036521,negative
2018-03-21,New study shows Apple Watch accuracy at detecting irregular heartbeats,0.6206429601,0.0122066056,0.3671504855,positive
2018-03-22,Apple's new iPhones could enter trial production in Q2,0.1415901035,0.0104500158,0.8479598165,neutral
2018-03-22,Apple will fix bug that let Siri read hidden notifications,0.1035385802,0.1130531877,0.783408165,neutral
2018-03-23,Analyst expects foldable iPhone in 2020; new iPad coming next week?,0.1939813495,0.0108945807,0.795124054,neutral
2018-03-23,Ireland chooses managers for Apple taxes; Tim Cook heading to China,0.0529626757,0.0344038382,0.9126335382,neutral
2018-03-23,KGI Securities analyst sees Apple Pencil sales doubling in 2018,0.9469037652,0.0171533339,0.035942927,positive
2018-03-25,China talks tough on trade war,0.2199504524,0.1589916199,0.6210579276,neutral
2018-03-25,Tim Cook comments on data privacy,0.0286932271,0.0570005551,0.9143062234,neutral
2018-03-26,Apple Music... virtual record label?,0.0373064876,0.0220811814,0.9406123161,neutral
2018-03-26,Google debuts first Chrome OS tablet,0.1555888802,0.011841909,0.8325692415,neutral
2018-03-27,Apple hosts education-related event,0.0299946833,0.0222051386,0.9478002191,neutral
2018-03-27,"Apple launches low-cost iPad, costs $299 for schools",0.1418721974,0.0117252525,0.8464025855,neutral
2018-03-27,More from Apple's education event; analyst predicts next Watch features,0.0556392111,0.0249904096,0.9193704128,neutral
2018-03-28,"Goldman Sachs cuts forecast for Apple iPhone, revenue",0.0359080136,0.543962121,0.4201298356,negative
2018-03-29,Apple releases iOS 11.3,0.040891774,0.0280393548,0.9310688376,neutral
2018-04-02,"Zuckerberg on Tim Cook's ""extremely glib"" criticism",0.0423830412,0.6830170751,0.2745998204,negative
2018-04-02,Bloomberg: Apple will stop using Intel chips in Macs; INTC shares -8.7%,0.0144259213,0.718708396,0.2668657303,negative
2018-04-03,"TSMC will reportedly produce two MicroLED panels for Apple Watch, AR device",0.1534502208,0.0078689903,0.8386808038,neutral
2018-04-03,BofAML estimates Apple can save $500M a year using its own PC chips,0.5089351535,0.0112065924,0.4798582792,positive
2018-04-04,"Tech stocks down as U.S., China reveal new tariffs",0.0134317996,0.9545332193,0.0320349522,negative
2018-04-04,"Apple hires former Google AI head; touchless controls, curved screens for iPhones",0.0892915651,0.017166771,0.8935416341,neutral
2018-04-05,Citi reiterates Apple Buy on capital returns,0.1634997278,0.1645652801,0.6719350219,neutral
2018-04-05,TechCrunch: Mac Pro coming in 2019,0.086731188,0.0160498936,0.8972190022,neutral
2018-04-05,Bloomberg: Apple's Cook will be deposed in Qualcomm suit,0.0182392132,0.2991746068,0.6825861931,neutral
2018-04-06,Apple says repeal of Clean Power Plan would threaten investments,0.0127069224,0.9397439957,0.0475490615,negative
2018-04-09,Apple's red iPhone 8 models release tomorrow,0.0601154491,0.0230469238,0.9168376327,neutral
2018-04-09,Recode: Amazon led R&D spending last year,0.7963506579,0.1485837847,0.0550655127,positive
2018-04-09,Apple reaches 100% renewable energy goal,0.2559039295,0.0091745891,0.734921515,neutral
2018-04-10,Israel consumer bureau investigating Apple; Teen survey shows growing iPhone use,0.7268909812,0.1044539064,0.1686551124,positive
2018-04-10,"Apple picks up TV series based on Asimov's ""Foundation"" novels",0.1038814038,0.013137769,0.8829807639,neutral
2018-04-11,VirnetX +28.1% on Apple patent victory,0.1279807538,0.0171125811,0.8549067378,neutral
2018-04-11,"Variety: Apple Music has 40M subscribers, gets new worldwide head",0.4483619034,0.0137277497,0.5379102826,neutral
2018-04-12,PC shipments fall for 14th straight quarter,0.0084159691,0.9693098664,0.022274144,negative
2018-04-12,"Bloomberg: Apple cuts HomePod sales estimates, orders",0.0087171812,0.9416877031,0.049595058,negative
2018-04-13,Economic Times: Apple begins iPhone 6s production in India,0.1431572735,0.0150788371,0.841763854,neutral
2018-04-13,"KGI says HomePod will sell 2.5M units this year; new iPhone X priced at $1,100?",0.2019775808,0.0094870506,0.7885353565,neutral
2018-04-13,Apple's 'plumbers' unit caught 29 last year,0.6065018177,0.1352531761,0.2582449913,positive
2018-04-13,Analyst says Apple could double its dividend; leaked memo shows employee arrests,0.677834034,0.1279125214,0.1942534447,positive
2018-04-16,UBS: Apple won't return to peak sales in China,0.2258581966,0.550051868,0.2240898758,negative
2018-04-17,Bloomberg: Apple planning Texture-based news subscription,0.0324372947,0.0242976341,0.9432650805,neutral
2018-04-19,"Taiwan Semi phone-based softness dragging Apple, other chipmakers",0.0317417346,0.9541463852,0.0141118476,negative
2018-04-19,ASM International falls short and chipmakers stay in downdraft,0.0115669025,0.9611575007,0.0272756666,negative
2018-04-20,Apple's reach for new screen supplier hits hurdles,0.5078063607,0.1047021449,0.3874914944,positive
2018-04-20,BofA: Some 4-7% more downside in chips into Apple earnings,0.0209687557,0.9410163164,0.0380149744,negative
2018-04-20,Morgan Stanley cautiously bullish into Apple report; OTR Global downgrades,0.0616402142,0.9079345465,0.0304251462,negative
2018-04-20,"Report: Apple, device makers behind DOJ probe of telecom collusion",0.0570889749,0.3838147521,0.5590962768,neutral
2018-04-23,Apple supplier could post record profits; HomePod orders slashed with suppliers,0.0426004007,0.9470793009,0.0103203291,negative
2018-04-23,European antitrust regulators set deadline for Apple-Shazam probe,0.0215362851,0.1636963189,0.8147674203,neutral
2018-04-23,Apple's Q1 iPhone sales show X weakness; co. offers batteries for MacBook issue,0.0704867989,0.8982895613,0.0312236007,negative
2018-04-24,Analyst downgrades Skyworks on weak iPhone sales estimates,0.0079976115,0.9688091278,0.0231933109,negative
2018-04-24,"Ireland, Apple tax appeal gets timeframe",0.0305158477,0.0411483906,0.9283357263,neutral
2018-04-24,"Apple roundup: Street in ""full panic"" ahead of earnings, Samsung price negotiations",0.0371589959,0.6970703602,0.2657706439,negative
2018-04-25,Tim Cook heads to the Oval Office,0.0269928426,0.0430400074,0.929967165,neutral
2018-04-25,Trump and Apple's Tim Cook meeting today,0.0390749238,0.0209293291,0.9399957061,neutral
2018-04-25,WSJ: Speaker maker Sonos files confidentially for IPO,0.0187573973,0.2888096869,0.69243294,neutral
2018-04-26,Bernstein expects Apple earnings to disappoint on iPhone weakness,0.0202870388,0.9633302093,0.0163827278,negative
2018-04-27,CNET: Apple will have AR/VR headset in 2020,0.0834303051,0.0103744213,0.9061952829,neutral
2018-04-30,Barclays thinks new iPhones won't include headphone adapter,0.1034080535,0.0115574757,0.8850344419,neutral
2018-04-30,Apple gains on expectations of record capital allocation program,0.7961030006,0.120472528,0.083424449,positive
2018-04-30,Analysts and investors make predictions ahead of Apple earnings,0.0207286645,0.054671403,0.9245999455,neutral
2018-04-30,Notable earnings after Tuesday鈥檚 close,0.4997211993,0.4123219252,0.0879567787,positive
2018-05-01,Analyst initiates Apple at Buy and 33% upside,0.0771047771,0.0256418046,0.8972534537,neutral
2018-05-01,Apple earnings preview: what to watch aftermarket,0.0243218374,0.069897078,0.9057810903,neutral
2018-05-01,"Apple beats by $0.05, beats on revenue",0.7314266562,0.0363014936,0.2322717905,positive
2018-05-01,Apple declares $0.73 dividend,0.0331139006,0.0776819363,0.8892041445,neutral
2018-05-01,"Apple +4.4% after Q2 beats on rev, EPS, device shipments, and Services rev",0.6170288324,0.1049241275,0.2780469954,positive
2018-05-01,"Apple earnings call: X most popular iPhone, Services has best quarter ever",0.8382024765,0.0290139746,0.1327834874,positive
2018-05-02,PowerShares QQQ Trust ETF (QQQ) April Summary,0.0457968302,0.0201624483,0.9340406656,neutral
2018-05-02,Analysts admit missing on iPhone shipment estimates,0.0173640624,0.9462513328,0.0363845676,negative
2018-05-02,"IDC: Smartphone shipments -2.9% in Q1, Samsung takes top spot",0.84311378,0.0416316763,0.1152544916,positive
2018-05-02,Microsoft and Apple in talks to lift bans in UAE,0.3327617347,0.5235738158,0.1436644793,negative
2018-05-04,Berkshire bumped up Apple stake in Q1,0.488047719,0.0258421451,0.4861101508,positive
2018-05-04,Apple iPhone X topped Q1 shipments; News paid for BuzzFeed exclusive,0.9370652437,0.0204095431,0.0425252356,positive
2018-05-04,"Alphabet roundup: Apple payments slowing, election ad changes, YouTube metrics",0.2498494089,0.0238435268,0.7263070345,neutral
2018-05-05,2018 Berkshire Hathaway annual meeting updates,0.0197922736,0.0621952638,0.9180124998,neutral
2018-05-07,Apple hits new high after more positive Buffett comments,0.8313945532,0.0637256578,0.1048798859,positive
2018-05-07,"Gene Munster says we're one week into a new ""Apple story""",0.0639873669,0.0322922654,0.9037203789,neutral
2018-05-08,Reuters: New slate of drone tests draw varied competitors,0.075095728,0.0158783998,0.9090258479,neutral
2018-05-08,Apple and Buffett hoovering up large chunk of Apple,0.0733759105,0.0213758219,0.9052482843,neutral
2018-05-09,U.S. to reveal drone program winners,0.0473560393,0.0411635675,0.9114804268,neutral
2018-05-09,Bloomberg: Apple bringing subscriptions to TV app,0.1315668523,0.0104034683,0.8580297232,neutral
2018-05-10,DoT announces drone project winners,0.060451936,0.0971390083,0.8424090147,neutral
2018-05-10,Apple drops Irish data center plans,0.0188376848,0.7053707838,0.2757915258,negative
2018-05-10,"WSJ: Apple, Goldman Sachs planning Pay-branded credit card",0.0548390523,0.0127769671,0.9323839545,neutral
2018-05-14,Apple teams with French cable provider; Hon Hai reports 15% net profit drop,0.9438547492,0.0164432302,0.0397020392,positive
2018-05-14,Apple now has 55 self-driving cars testing in California,0.1466188878,0.0100270137,0.8433541059,neutral
2018-05-15,Tim Cook comments on Trump meeting,0.0336675346,0.0457534157,0.9205790162,neutral
2018-05-15,"Tim Cook says Apple Music has 50M subscribers, confirms video content plans",0.0592166297,0.013188621,0.9275947809,neutral
2018-05-15,"Bloomberg: T. Rowe Price, JPMorgan cut Apple stakes before stock rallies",0.0505111217,0.1796441972,0.7698447108,neutral
2018-05-15,"Greenlight added IAC/InterActiveCorp, exited Chemours in Q1",0.0703889132,0.0112446584,0.9183664322,neutral
2018-05-15,Highlights from Appaloosa's Q1,0.037394423,0.0420156308,0.9205899239,neutral
2018-05-15,"Glenview added Express Scripts, exited Apple in Q1",0.0699493363,0.0144081218,0.9156425595,neutral
2018-05-15,"Berkshire doubles stake in Teva; adds to Apple, Monsanto in Q1",0.0936192423,0.0123118032,0.8940689564,neutral
2018-05-16,Apple's new campus headed for North Carolina?,0.033029791,0.0554940589,0.9114761949,neutral
2018-05-16,WaPo: Apple considers NoVa for new campus,0.0863775313,0.0109777693,0.9026446342,neutral
2018-05-18,Apple's HomePod ranks fourth in smart speaker market,0.5872798562,0.0127203632,0.3999997377,positive
2018-05-18,Apple makes first tax payment to Ireland,0.0629581288,0.0132210553,0.9238207936,neutral
2018-05-21,"Nomura Instinet reiterates Apple at 6% downside on iPhone X, Services revenue",0.0126054101,0.9675850272,0.0198096,negative
2018-05-22,Counterpoint: Apple's Q1 iPhone shipments +16% in U.S.,0.9120095372,0.0471581779,0.0408322848,positive
2018-05-22,"U.S. companies, fed by tax savings, unveil buybacks at $6.1B a day",0.1181067675,0.0184206944,0.8634725213,neutral
2018-05-23,Bloomberg: TSMC mass producing 7nm chips for Apple's iPhones,0.2514210939,0.0082092667,0.7403695583,neutral
2018-05-23,Apple launches privacy portal for user data ahead of GDPR,0.0526513383,0.0170214511,0.9303272367,neutral
2018-05-23,Apple Watch shipments up as wearables grow 35% in Q1,0.9511808157,0.0240198635,0.0247992873,positive
2018-05-23,NYT: Apple signs with Volkswagen to make self-driving cars,0.63673985,0.0136229023,0.3496373296,positive
2018-05-24,Morgan Stanley raises Apple to 14% upside on Services potential,0.9265955687,0.0188981127,0.0545063764,positive
2018-05-24,Judge says Apple knew iPhone 6 was more prone to bending,0.0354699865,0.7136203051,0.2509097159,negative
2018-05-24,Patent retrial awards Apple $538.6M in damages from Samsung,0.0648371428,0.8878428936,0.0473199822,negative
2018-05-25,Stock buybacks surge: But who gets the biggest bang for the buck?,0.0681801066,0.1022486314,0.8295712471,neutral
2018-05-29,iPhone display makers sink on OLED report,0.0107337292,0.9398507476,0.049415417,negative
2018-05-30,GBH Insights: Apple will sell 350M iPhone units in the next year,0.3416144848,0.0109445835,0.6474409699,neutral
2018-05-30,Maxim Group downgrades Apple on subscription concerns,0.0101845954,0.9233126044,0.0665028989,negative
2018-05-30,"Meeker saw no smartphone growth in 2017, IDC sees same for 2018",0.142577067,0.0326464027,0.8247765303,neutral
2018-05-30,Pandora matches rivals with family subscription,0.2538822591,0.0142560676,0.7318616509,neutral
2018-05-31,Bloomberg sources offer Apple WWDC preview,0.0554090701,0.0125356913,0.9320552349,neutral
2018-05-31,Dialog Semiconductor expects Apple to order 30% fewer chips,0.0551409796,0.7736886144,0.1711704582,negative
2018-06-01,"UBS raises ""aspirational"" brand Apple to 12% upside",0.6560977101,0.0194687434,0.3244335651,positive
2018-06-01,Apple looks to ad growth with new app network,0.8320086002,0.0064797294,0.1615116596,positive
2018-06-01,Reuters: Apple's upcoming multiplayer AR will prioritize privacy,0.0513083264,0.0137834679,0.9349082112,neutral
2018-06-04,Data sharing deals plague Facebook,0.011608622,0.88891083,0.0994805396,negative
2018-06-04,Invesco QQQ Trust ETF (QQQ) May Summary,0.0396517776,0.0176540427,0.9426941276,neutral
2018-06-04,Snap +6.1%; The Information suggests stake sale could happen,0.0716976896,0.0134194531,0.9148828983,neutral
2018-06-04,Apple kicks off WWDC (live updates),0.0470713414,0.0237883162,0.9291403294,neutral
2018-06-05,Apple's upcoming privacy changes target Facebook,0.0256072059,0.03690584,0.9374869466,neutral
2018-06-06,Invesco QQQ ETF (QQQ) May Summary,0.0396800861,0.0183718335,0.9419480562,neutral
2018-06-06,Economic Times: Apple will cut Indian distributor,0.0192205291,0.9057955742,0.0749838799,negative
2018-06-08,NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip,0.013908783,0.9712554216,0.0148358149,negative
2018-06-08,"Tech sector under pressure from Apple suppliers, semi equipment stocks",0.0128986957,0.959148705,0.0279525816,negative
2018-06-11,"Bloomberg: Apple, Qualcomm legal fight could settle in 2H",0.0324953571,0.5285851955,0.4389193952,negative
2018-06-11,Apple changes iOS guidelines to ban crypto mining,0.028757887,0.2677009106,0.7035412192,neutral
2018-06-12,Digitimes: Apple's 2019 iPhones and iPads will support USB-C,0.1016114876,0.0089399731,0.8894485235,neutral
2018-06-12,Apple cracks down on apps collecting contact data,0.0099405069,0.9570606351,0.0329988599,negative
2018-06-13,"Power Integrations could gain from Apple design win, analyst says",0.867778182,0.0070017204,0.1252200752,positive
2018-06-13,Reuters: Apple to undercut law enforcement tool for cracking iPhones,0.0257102083,0.9388480186,0.0354417302,negative
2018-06-14,Bloomberg: Apple nears deal for animated film,0.142947033,0.0375688337,0.8194841146,neutral
2018-06-15,WSJ: Apple expects to sell more LCD iPhones than OLED,0.8548499942,0.0104770763,0.13467291,positive
2018-06-15,"Apple, Oprah: Winfrey in multiyear original-content deal",0.1254576743,0.0153999692,0.8591424227,neutral
2018-06-15,Apple confirms hiring Waymo senior engineer,0.0728651211,0.0373652987,0.8897696137,neutral
2018-06-18,Supreme Court will hear Apple's appeal of app antitrust case,0.1324824393,0.2202603817,0.6472572088,neutral
2018-06-19,"iPhones, Intel chips exempt from tariffs?",0.0522099622,0.0260738414,0.9217161536,neutral
2018-06-19,"Apple roundup: Betting on iPhone X Plus, Australian court fine",0.099223502,0.0133076422,0.8874688745,neutral
2018-06-19,"White House denies iPhone tariff exemption; Cook calls border separations ""inhumane""",0.0283174738,0.8472078443,0.1244746745,negative
2018-06-20,WSJ: Apple teams with Sesame Workshop for video subscription service,0.2562538981,0.0088598179,0.7348862886,neutral
2018-06-21,Bloomberg: Apple's delayed charging mat could launch in September,0.0591362678,0.0143707572,0.9264929295,neutral
2018-06-25,Susquehanna says Cirrus Logic won next AirPods,0.7170566916,0.011574313,0.2713689804,positive
2018-06-25,"Bloomberg: Apple launching new AirPods, HomePod in 2019",0.1402251422,0.0099637816,0.8498110175,neutral
2018-06-26,Morgan Stanley analyst thinks new iPhones will start at $699,0.2548775375,0.0129034044,0.7322190404,neutral
2018-06-26,"Apple roundup: Production starts on iPhone 6s in India, Barclays forecasts June Q",0.2336333692,0.0225271247,0.7438395023,neutral
2018-06-27,"Apple, Samsung settle patent dispute",0.0841202438,0.1305967271,0.7852829695,neutral
2018-06-28,The Information: Apple could bundle services into one subscription,0.0468054377,0.0124299163,0.940764606,neutral
2018-06-29,Apple preps Maps rebrand,0.0548711158,0.019491544,0.9256373644,neutral
2018-07-02,Citi: 5 reasons to buy Apple,0.063086994,0.020583149,0.9163299203,neutral
2018-07-02,Browser maker Opera files for $115M US IPO,0.0734819993,0.0127101503,0.913807869,neutral
2018-07-06,Smart speaker juggernaut Sonos files for IPO,0.0512274243,0.0215484612,0.9272241592,neutral
2018-07-06,Loop Capital boosts Apple target on second-half prospects,0.8877962828,0.0378641821,0.0743395314,positive
2018-07-09,Invesco QQQ ETF (QQQ) June Summary,0.0409220122,0.0269029345,0.9321750402,neutral
2018-07-10,Invesco S&P 500 Quality ETF (SPHQ) June Summary,0.1141654328,0.0431681387,0.8426664472,neutral
2018-07-10,BofAML raises Apple target on $8B AR potential,0.2582658827,0.0202703774,0.7214637995,neutral
2018-07-10,Apple combines Core ML and Siri teams,0.0599564388,0.0109134177,0.929130137,neutral
2018-07-10,Former Apple employee arrested for trade secret theft,0.0400256813,0.4366551936,0.5233191252,neutral
2018-07-11,Apple alters Japan iPhone contracts after antitrust warning,0.0115841357,0.9194646478,0.0689512789,negative
2018-07-11,Respected tech analyst outlines Apple's fall products,0.0279862471,0.9499732852,0.0220404901,negative
2018-07-12,"Apple updates MacBook Pro lineup, releases external GPU",0.1084268838,0.0209588632,0.8706142902,neutral
2018-07-12,"Wix, Shutterfly gain as Apple ends Photo Print Products",0.0966107473,0.7776189446,0.125770241,negative
2018-07-12,Gartner: PC market had first Y/Y sales growth in six years,0.9500077963,0.016503647,0.0334885195,positive
2018-07-13,Apple launches clean energy fund in China,0.1545875967,0.0138510698,0.831561327,neutral
